type;name;data;unit
ValueBox;01SHUTTER;1,4800000000000002;us
ValueBox;02SHUTTER;126,5;us
ValueBox;Measrate;0,0001;kHz

MeasSignale
Zeitstempel [ms];01DIST1 [mm];02DIST1 [mm];01DIST1_PEAK [mm];02DIST1_PEAK [mm];01INTENSITY1 [%];02INTENSITY1 [%]
36,5300;6,87942;2147483396,00000;0,03877;2147483396,00000;0,396;0,000
36,5400;6,87911;2147483396,00000;0,03885;2147483396,00000;0,387;0,000
36,5500;6,87879;2147483396,00000;0,03890;2147483396,00000;0,394;0,000
36,5600;6,87849;2147483396,00000;0,03892;2147483396,00000;0,396;0,000
36,5700;6,87818;2147483396,00000;0,03898;2147483396,00000;0,391;0,000
36,5800;6,87784;2147483396,00000;0,03906;2147483396,00000;0,393;0,000
36,5900;6,87749;2147483396,00000;0,03911;2147483396,00000;0,391;0,000
36,6000;6,87717;2147483396,00000;0,03912;2147483396,00000;0,390;0,000
36,6100;6,87683;2147483396,00000;0,03914;2147483396,00000;0,391;0,000
36,6200;6,87650;2147483396,00000;0,03916;2147483396,00000;0,390;0,000
36,6300;6,87617;2147483396,00000;0,03915;2147483396,00000;0,390;0,000
36,6400;6,87582;2147483396,00000;0,03919;2147483396,00000;0,391;0,000
36,6500;6,87546;2147483396,00000;0,03922;2147483396,00000;0,391;0,000
36,6600;6,87510;2147483396,00000;0,03923;2147483396,00000;0,392;0,000
36,6700;6,87477;2147483396,00000;0,03921;2147483396,00000;0,390;0,000
36,6800;6,87445;2147483396,00000;0,03920;2147483396,00000;0,390;0,000
36,6900;6,87414;2147483396,00000;0,03917;2147483396,00000;0,390;0,000
36,7000;6,87384;2147483396,00000;0,03914;2147483396,00000;0,392;0,000
36,7100;6,87352;2147483396,00000;0,03915;2147483396,00000;0,395;0,000
36,7200;6,87322;2147483396,00000;0,03914;2147483396,00000;0,396;0,000
36,7300;6,87291;2147483396,00000;0,03915;2147483396,00000;0,393;0,000
36,7400;6,87263;2147483396,00000;0,03914;2147483396,00000;0,396;0,000
36,7500;6,87237;2147483396,00000;0,03912;2147483396,00000;0,395;0,000
36,7600;6,87208;2147483396,00000;0,03913;2147483396,00000;0,395;0,000
36,7700;6,87180;2147483396,00000;0,03912;2147483396,00000;0,395;0,000
36,7800;6,87149;2147483396,00000;0,03917;2147483396,00000;0,398;0,000
36,7900;6,87117;2147483396,00000;0,03925;2147483396,00000;0,397;0,000
36,8000;6,87085;2147483396,00000;0,03932;2147483396,00000;0,399;0,000
36,8100;6,87054;2147483396,00000;0,03938;2147483396,00000;0,399;0,000
36,8200;6,87020;2147483396,00000;0,03945;2147483396,00000;0,399;0,000
36,8300;6,86986;2147483396,00000;0,03952;2147483396,00000;0,400;0,000
36,8400;6,86949;2147483396,00000;0,03959;2147483396,00000;0,400;0,000
36,8500;6,86909;2147483396,00000;0,03971;2147483396,00000;0,402;0,000
36,8600;6,86868;2147483396,00000;0,03984;2147483396,00000;0,399;0,000
36,8700;6,86829;2147483396,00000;0,03993;2147483396,00000;0,400;0,000
36,8800;6,86789;2147483396,00000;0,04004;2147483396,00000;0,402;0,000
36,8900;6,86750;2147483396,00000;0,04013;2147483396,00000;0,402;0,000
36,9000;6,86708;2147483396,00000;0,04023;2147483396,00000;0,400;0,000
36,9100;6,86665;2147483396,00000;0,04036;2147483396,00000;0,401;0,000
36,9200;6,86620;2147483396,00000;0,04049;2147483396,00000;0,401;0,000
36,9300;6,86579;2147483396,00000;0,04060;2147483396,00000;0,399;0,000
36,9400;6,86539;2147483396,00000;0,04069;2147483396,00000;0,402;0,000
36,9500;6,86501;2147483396,00000;0,04075;2147483396,00000;0,400;0,000
36,9600;6,86464;2147483396,00000;0,04082;2147483396,00000;0,398;0,000
36,9700;6,86424;2147483396,00000;0,04092;2147483396,00000;0,402;0,000
36,9800;6,86385;2147483396,00000;0,04103;2147483396,00000;0,401;0,000
36,9900;6,86348;2147483396,00000;0,04114;2147483396,00000;0,400;0,000
37,0000;6,86311;2147483396,00000;0,04123;2147483396,00000;0,400;0,000
37,0100;6,86278;2147483396,00000;0,04129;2147483396,00000;0,399;0,000
37,0200;6,86243;2147483396,00000;0,04135;2147483396,00000;0,400;0,000
37,0300;6,86205;2147483396,00000;0,04145;2147483396,00000;0,403;0,000
37,0400;6,86167;2147483396,00000;0,04155;2147483396,00000;0,399;0,000
37,0500;6,86128;2147483396,00000;0,04165;2147483396,00000;0,400;0,000
37,0600;6,86091;2147483396,00000;0,04175;2147483396,00000;0,397;0,000
37,0700;6,86055;2147483396,00000;0,04183;2147483396,00000;0,400;0,000
37,0800;6,86020;2147483396,00000;0,04188;2147483396,00000;0,399;0,000
37,0900;6,85983;2147483396,00000;0,04196;2147483396,00000;0,397;0,000
37,1000;6,85946;2147483396,00000;0,04202;2147483396,00000;0,395;0,000
37,1100;6,85907;2147483396,00000;0,04211;2147483396,00000;0,399;0,000
37,1200;6,85870;2147483396,00000;0,04216;2147483396,00000;0,396;0,000
37,1300;6,85834;2147483396,00000;0,04219;2147483396,00000;0,394;0,000
37,1400;6,85800;2147483396,00000;0,04218;2147483396,00000;0,396;0,000
37,1500;6,85760;2147483396,00000;0,04223;2147483396,00000;0,393;0,000
37,1600;6,85724;2147483396,00000;0,04225;2147483396,00000;0,393;0,000
37,1700;6,85685;2147483396,00000;0,04231;2147483396,00000;0,393;0,000
37,1800;6,85647;2147483396,00000;0,04233;2147483396,00000;0,392;0,000
37,1900;6,85612;2147483396,00000;0,04233;2147483396,00000;0,394;0,000
37,2000;6,85579;2147483396,00000;0,04234;2147483396,00000;0,390;0,000
37,2100;6,85547;2147483396,00000;0,04234;2147483396,00000;0,389;0,000
37,2200;6,85513;2147483396,00000;0,04237;2147483396,00000;0,389;0,000
37,2300;6,85476;2147483396,00000;0,04243;2147483396,00000;0,392;0,000
37,2400;6,85440;2147483396,00000;0,04248;2147483396,00000;0,389;0,000
37,2500;6,85405;2147483396,00000;0,04252;2147483396,00000;0,392;0,000
37,2600;6,85372;2147483396,00000;0,04256;2147483396,00000;0,391;0,000
37,2700;6,85336;2147483396,00000;0,04262;2147483396,00000;0,394;0,000
37,2800;6,85302;2147483396,00000;0,04269;2147483396,00000;0,394;0,000
37,2900;6,85265;2147483396,00000;0,04277;2147483396,00000;0,397;0,000
37,3000;6,85227;2147483396,00000;0,04285;2147483396,00000;0,396;0,000
37,3100;6,85190;2147483396,00000;0,04292;2147483396,00000;0,396;0,000
37,3200;6,85153;2147483396,00000;0,04303;2147483396,00000;0,396;0,000
37,3300;6,85117;2147483396,00000;0,04309;2147483396,00000;0,400;0,000
37,3400;6,85080;2147483396,00000;0,04319;2147483396,00000;0,400;0,000
37,3500;6,85041;2147483396,00000;0,04329;2147483396,00000;0,397;0,000
37,3600;6,85004;2147483396,00000;0,04335;2147483396,00000;0,397;0,000
37,3700;6,84962;2147483396,00000;0,04347;2147483396,00000;0,399;0,000
37,3800;6,84926;2147483396,00000;0,04353;2147483396,00000;0,398;0,000
37,3900;6,84890;2147483396,00000;0,04359;2147483396,00000;0,401;0,000
37,4000;6,84851;2147483396,00000;0,04368;2147483396,00000;0,400;0,000
37,4100;6,84814;2147483396,00000;0,04375;2147483396,00000;0,399;0,000
37,4200;6,84775;2147483396,00000;0,04382;2147483396,00000;0,400;0,000
37,4300;6,84737;2147483396,00000;0,04387;2147483396,00000;0,401;0,000
37,4400;6,84697;2147483396,00000;0,04394;2147483396,00000;0,401;0,000
37,4500;6,84660;2147483396,00000;0,04402;2147483396,00000;0,402;0,000
37,4600;6,84625;2147483396,00000;0,04406;2147483396,00000;0,402;0,000
37,4700;6,84592;2147483396,00000;0,04408;2147483396,00000;0,401;0,000
37,4800;6,84556;2147483396,00000;0,04412;2147483396,00000;0,401;0,000
37,4900;6,84521;2147483396,00000;0,04416;2147483396,00000;0,400;0,000
37,5000;6,84486;2147483396,00000;0,04420;2147483396,00000;0,400;0,000
37,5100;6,84453;2147483396,00000;0,04424;2147483396,00000;0,400;0,000
37,5200;6,84417;2147483396,00000;0,04433;2147483396,00000;0,403;0,000
37,5300;6,84383;2147483396,00000;0,04436;2147483396,00000;0,401;0,000
37,5400;6,84345;2147483396,00000;0,04442;2147483396,00000;0,401;0,000
37,5500;6,84308;2147483396,00000;0,04448;2147483396,00000;0,403;0,000
37,5600;6,84272;2147483396,00000;0,04451;2147483396,00000;0,402;0,000
37,5700;6,84235;2147483396,00000;0,04456;2147483396,00000;0,401;0,000
37,5800;6,84197;2147483396,00000;0,04464;2147483396,00000;0,399;0,000
37,5900;6,84159;2147483396,00000;0,04470;2147483396,00000;0,399;0,000
37,6000;6,84120;2147483396,00000;0,04475;2147483396,00000;0,400;0,000
37,6100;6,84080;2147483396,00000;0,04479;2147483396,00000;0,401;0,000
37,6200;6,84037;2147483396,00000;0,04487;2147483396,00000;0,398;0,000
37,6300;6,83996;2147483396,00000;0,04495;2147483396,00000;0,401;0,000
37,6400;6,83956;2147483396,00000;0,04501;2147483396,00000;0,399;0,000
37,6500;6,83915;2147483396,00000;0,04510;2147483396,00000;0,400;0,000
37,6600;6,83876;2147483396,00000;0,04514;2147483396,00000;0,397;0,000
37,6700;6,83834;2147483396,00000;0,04518;2147483396,00000;0,396;0,000
37,6800;6,83794;2147483396,00000;0,04522;2147483396,00000;0,399;0,000
37,6900;6,83755;2147483396,00000;0,04529;2147483396,00000;0,397;0,000
37,7000;6,83716;2147483396,00000;0,04535;2147483396,00000;0,397;0,000
37,7100;6,83678;2147483396,00000;0,04539;2147483396,00000;0,396;0,000
37,7200;6,83640;2147483396,00000;0,04545;2147483396,00000;0,396;0,000
37,7300;6,83601;2147483396,00000;0,04551;2147483396,00000;0,394;0,000
37,7400;6,83565;2147483396,00000;0,04554;2147483396,00000;0,393;0,000
37,7500;6,83528;2147483396,00000;0,04561;2147483396,00000;0,392;0,000
37,7600;6,83489;2147483396,00000;0,04571;2147483396,00000;0,392;0,000
37,7700;6,83451;2147483396,00000;0,04583;2147483396,00000;0,389;0,000
37,7800;6,83413;2147483396,00000;0,04591;2147483396,00000;0,394;0,000
37,7900;6,83373;2147483396,00000;0,04601;2147483396,00000;0,394;0,000
37,8000;6,83332;2147483396,00000;0,04610;2147483396,00000;0,394;0,000
37,8100;6,83288;2147483396,00000;0,04622;2147483396,00000;0,394;0,000
37,8200;6,83244;2147483396,00000;0,04635;2147483396,00000;0,395;0,000
37,8300;6,83201;2147483396,00000;0,04648;2147483396,00000;0,396;0,000
37,8400;6,83157;2147483396,00000;0,04661;2147483396,00000;0,396;0,000
37,8500;6,83112;2147483396,00000;0,04672;2147483396,00000;0,397;0,000
37,8600;6,83068;2147483396,00000;0,04682;2147483396,00000;0,398;0,000
37,8700;6,83021;2147483396,00000;0,04696;2147483396,00000;0,401;0,000
37,8800;6,82974;2147483396,00000;0,04709;2147483396,00000;0,401;0,000
37,8900;6,82927;2147483396,00000;0,04723;2147483396,00000;0,401;0,000
37,9000;6,82881;2147483396,00000;0,04737;2147483396,00000;0,399;0,000
37,9100;6,82834;2147483396,00000;0,04748;2147483396,00000;0,398;0,000
37,9200;6,82790;2147483396,00000;0,04756;2147483396,00000;0,402;0,000
37,9300;6,82745;2147483396,00000;0,04765;2147483396,00000;0,400;0,000
37,9400;6,82700;2147483396,00000;0,04776;2147483396,00000;0,399;0,000
37,9500;6,82659;2147483396,00000;0,04786;2147483396,00000;0,402;0,000
37,9600;6,82616;2147483396,00000;0,04798;2147483396,00000;0,401;0,000
37,9700;6,82576;2147483396,00000;0,04808;2147483396,00000;0,402;0,000
37,9800;6,82535;2147483396,00000;0,04817;2147483396,00000;0,403;0,000
37,9900;6,82494;2147483396,00000;0,04828;2147483396,00000;0,403;0,000
38,0000;6,82452;2147483396,00000;0,04839;2147483396,00000;0,402;0,000
38,0100;6,82411;2147483396,00000;0,04852;2147483396,00000;0,402;0,000
38,0200;6,82368;2147483396,00000;0,04869;2147483396,00000;0,403;0,000
38,0300;6,82327;2147483396,00000;0,04881;2147483396,00000;0,402;0,000
38,0400;6,82286;2147483396,00000;0,04895;2147483396,00000;0,402;0,000
38,0500;6,82245;2147483396,00000;0,04905;2147483396,00000;0,402;0,000
38,0600;6,82202;2147483396,00000;0,04915;2147483396,00000;0,403;0,000
38,0700;6,82160;2147483396,00000;0,04925;2147483396,00000;0,401;0,000
38,0800;6,82119;2147483396,00000;0,04935;2147483396,00000;0,402;0,000
38,0900;6,82080;2147483396,00000;0,04941;2147483396,00000;0,404;0,000
38,1000;6,82041;2147483396,00000;0,04945;2147483396,00000;0,402;0,000
38,1100;6,82000;2147483396,00000;0,04949;2147483396,00000;0,401;0,000
38,1200;6,81961;2147483396,00000;0,04949;2147483396,00000;0,404;0,000
38,1300;6,81922;2147483396,00000;0,04946;2147483396,00000;0,402;0,000
38,1400;6,81884;2147483396,00000;0,04945;2147483396,00000;0,402;0,000
38,1500;6,81848;2147483396,00000;0,04942;2147483396,00000;0,401;0,000
38,1600;6,81813;2147483396,00000;0,04937;2147483396,00000;0,400;0,000
38,1700;6,81778;2147483396,00000;0,04930;2147483396,00000;0,399;0,000
38,1800;6,81742;2147483396,00000;0,04922;2147483396,00000;0,399;0,000
38,1900;6,81707;2147483396,00000;0,04914;2147483396,00000;0,399;0,000
38,2000;6,81672;2147483396,00000;0,04907;2147483396,00000;0,398;0,000
38,2100;6,81639;2147483396,00000;0,04900;2147483396,00000;0,399;0,000
38,2200;6,81605;2147483396,00000;0,04896;2147483396,00000;0,397;0,000
38,2300;6,81572;2147483396,00000;0,04891;2147483396,00000;0,397;0,000
38,2400;6,81537;2147483396,00000;0,04887;2147483396,00000;0,395;0,000
38,2500;6,81500;2147483396,00000;0,04885;2147483396,00000;0,396;0,000
38,2600;6,81462;2147483396,00000;0,04886;2147483396,00000;0,394;0,000
38,2700;6,81423;2147483396,00000;0,04888;2147483396,00000;0,394;0,000
38,2800;6,81382;2147483396,00000;0,04895;2147483396,00000;0,393;0,000
38,2900;6,81341;2147483396,00000;0,04903;2147483396,00000;0,392;0,000
38,3000;6,81296;2147483396,00000;0,04909;2147483396,00000;0,394;0,000
38,3100;6,81250;2147483396,00000;0,04917;2147483396,00000;0,394;0,000
38,3200;6,81201;2147483396,00000;0,04927;2147483396,00000;0,395;0,000
38,3300;6,81154;2147483396,00000;0,04937;2147483396,00000;0,396;0,000
38,3400;6,81108;2147483396,00000;0,04946;2147483396,00000;0,396;0,000
38,3500;6,81059;2147483396,00000;0,04962;2147483396,00000;0,398;0,000
38,3600;6,81008;2147483396,00000;0,04975;2147483396,00000;0,398;0,000
38,3700;6,80956;2147483396,00000;0,04990;2147483396,00000;0,398;0,000
38,3800;6,80906;2147483396,00000;0,05001;2147483396,00000;0,400;0,000
38,3900;6,80856;2147483396,00000;0,05014;2147483396,00000;0,400;0,000
38,4000;6,80807;2147483396,00000;0,05027;2147483396,00000;0,402;0,000
38,4100;6,80758;2147483396,00000;0,05041;2147483396,00000;0,402;0,000
38,4200;6,80710;2147483396,00000;0,05050;2147483396,00000;0,401;0,000
38,4300;6,80660;2147483396,00000;0,05064;2147483396,00000;0,400;0,000
38,4400;6,80614;2147483396,00000;0,05071;2147483396,00000;0,402;0,000
38,4500;6,80568;2147483396,00000;0,05079;2147483396,00000;0,400;0,000
38,4600;6,80524;2147483396,00000;0,05088;2147483396,00000;0,401;0,000
38,4700;6,80481;2147483396,00000;0,05098;2147483396,00000;0,401;0,000
38,4800;6,80438;2147483396,00000;0,05109;2147483396,00000;0,403;0,000
38,4900;6,80395;2147483396,00000;0,05117;2147483396,00000;0,404;0,000
38,5000;6,80351;2147483396,00000;0,05125;2147483396,00000;0,403;0,000
38,5100;6,80310;2147483396,00000;0,05130;2147483396,00000;0,405;0,000
38,5200;6,80267;2147483396,00000;0,05137;2147483396,00000;0,406;0,000
38,5300;6,80226;2147483396,00000;0,05145;2147483396,00000;0,402;0,000
38,5400;6,80182;2147483396,00000;0,05154;2147483396,00000;0,405;0,000
38,5500;6,80137;2147483396,00000;0,05164;2147483396,00000;0,404;0,000
38,5600;6,80091;2147483396,00000;0,05174;2147483396,00000;0,405;0,000
38,5700;6,80045;2147483396,00000;0,05182;2147483396,00000;0,402;0,000
38,5800;6,80000;2147483396,00000;0,05190;2147483396,00000;0,405;0,000
38,5900;6,79957;2147483396,00000;0,05196;2147483396,00000;0,403;0,000
38,6000;6,79910;2147483396,00000;0,05208;2147483396,00000;0,399;0,000
38,6100;6,79861;2147483396,00000;0,05219;2147483396,00000;0,400;0,000
38,6200;6,79813;2147483396,00000;0,05228;2147483396,00000;0,400;0,000
38,6300;6,79764;2147483396,00000;0,05239;2147483396,00000;0,400;0,000
38,6400;6,79718;2147483396,00000;0,05245;2147483396,00000;0,401;0,000
38,6500;6,79669;2147483396,00000;0,05256;2147483396,00000;0,399;0,000
38,6600;6,79623;2147483396,00000;0,05267;2147483396,00000;0,402;0,000
38,6700;6,79575;2147483396,00000;0,05276;2147483396,00000;0,399;0,000
38,6800;6,79530;2147483396,00000;0,05285;2147483396,00000;0,400;0,000
38,6900;6,79482;2147483396,00000;0,05292;2147483396,00000;0,399;0,000
38,7000;6,79437;2147483396,00000;0,05300;2147483396,00000;0,396;0,000
38,7100;6,79391;2147483396,00000;0,05306;2147483396,00000;0,397;0,000
38,7200;6,79348;2147483396,00000;0,05312;2147483396,00000;0,396;0,000
38,7300;6,79303;2147483396,00000;0,05322;2147483396,00000;0,398;0,000
38,7400;6,79258;2147483396,00000;0,05334;2147483396,00000;0,387;0,000
38,7500;6,79214;2147483396,00000;0,05343;2147483396,00000;0,393;0,000
38,7600;6,79171;2147483396,00000;0,05350;2147483396,00000;0,394;0,000
38,7700;6,79127;2147483396,00000;0,05359;2147483396,00000;0,394;0,000
38,7800;6,79081;2147483396,00000;0,05373;2147483396,00000;0,393;0,000
38,7900;6,79036;2147483396,00000;0,05382;2147483396,00000;0,396;0,000
38,8000;6,78986;2147483396,00000;0,05397;2147483396,00000;0,396;0,000
38,8100;6,78938;2147483396,00000;0,05407;2147483396,00000;0,395;0,000
38,8200;6,78888;2147483396,00000;0,05420;2147483396,00000;0,398;0,000
38,8300;6,78838;2147483396,00000;0,05434;2147483396,00000;0,400;0,000
38,8400;6,78784;2147483396,00000;0,05451;2147483396,00000;0,398;0,000
38,8500;6,78732;2147483396,00000;0,05465;2147483396,00000;0,402;0,000
38,8600;6,78680;2147483396,00000;0,05478;2147483396,00000;0,402;0,000
38,8700;6,78629;2147483396,00000;0,05491;2147483396,00000;0,401;0,000
38,8800;6,78575;2147483396,00000;0,05505;2147483396,00000;0,402;0,000
38,8900;6,78523;2147483396,00000;0,05514;2147483396,00000;0,402;0,000
38,9000;6,78469;2147483396,00000;0,05527;2147483396,00000;0,403;0,000
38,9100;6,78416;2147483396,00000;0,05540;2147483396,00000;0,406;0,000
38,9200;6,78363;2147483396,00000;0,05552;2147483396,00000;0,402;0,000
38,9300;6,78313;2147483396,00000;0,05563;2147483396,00000;0,406;0,000
38,9400;6,78267;2147483396,00000;0,05568;2147483396,00000;0,403;0,000
38,9500;6,78217;2147483396,00000;0,05578;2147483396,00000;0,404;0,000
38,9600;6,78170;2147483396,00000;0,05585;2147483396,00000;0,406;0,000
38,9700;6,78124;2147483396,00000;0,05593;2147483396,00000;0,404;0,000
38,9800;6,78080;2147483396,00000;0,05598;2147483396,00000;0,404;0,000
38,9900;6,78038;2147483396,00000;0,05602;2147483396,00000;0,403;0,000
39,0000;6,77997;2147483396,00000;0,05604;2147483396,00000;0,402;0,000
39,0100;6,77952;2147483396,00000;0,05613;2147483396,00000;0,404;0,000
39,0200;6,77908;2147483396,00000;0,05619;2147483396,00000;0,403;0,000
39,0300;6,77862;2147483396,00000;0,05628;2147483396,00000;0,404;0,000
39,0400;6,77819;2147483396,00000;0,05632;2147483396,00000;0,405;0,000
39,0500;6,77772;2147483396,00000;0,05641;2147483396,00000;0,400;0,000
39,0600;6,77729;2147483396,00000;0,05644;2147483396,00000;0,401;0,000
39,0700;6,77682;2147483396,00000;0,05650;2147483396,00000;0,403;0,000
39,0800;6,77634;2147483396,00000;0,05654;2147483396,00000;0,402;0,000
39,0900;6,77584;2147483396,00000;0,05660;2147483396,00000;0,401;0,000
39,1000;6,77534;2147483396,00000;0,05667;2147483396,00000;0,400;0,000
39,1100;6,77486;2147483396,00000;0,05671;2147483396,00000;0,400;0,000
39,1200;6,77434;2147483396,00000;0,05678;2147483396,00000;0,399;0,000
39,1300;6,77383;2147483396,00000;0,05684;2147483396,00000;0,399;0,000
39,1400;6,77330;2147483396,00000;0,05691;2147483396,00000;0,398;0,000
39,1500;6,77276;2147483396,00000;0,05699;2147483396,00000;0,396;0,000
39,1600;6,77223;2147483396,00000;0,05704;2147483396,00000;0,397;0,000
39,1700;6,77173;2147483396,00000;0,05707;2147483396,00000;0,395;0,000
39,1800;6,77123;2147483396,00000;0,05711;2147483396,00000;0,395;0,000
39,1900;6,77073;2147483396,00000;0,05717;2147483396,00000;0,393;0,000
39,2000;6,77018;2147483396,00000;0,05727;2147483396,00000;0,394;0,000
39,2100;6,76964;2147483396,00000;0,05737;2147483396,00000;0,395;0,000
39,2200;6,76909;2147483396,00000;0,05749;2147483396,00000;0,397;0,000
39,2300;6,76857;2147483396,00000;0,05759;2147483396,00000;0,397;0,000
39,2400;6,76807;2147483396,00000;0,05769;2147483396,00000;0,397;0,000
39,2500;6,76755;2147483396,00000;0,05780;2147483396,00000;0,399;0,000
39,2600;6,76702;2147483396,00000;0,05792;2147483396,00000;0,401;0,000
39,2700;6,76647;2147483396,00000;0,05805;2147483396,00000;0,402;0,000
39,2800;6,76594;2147483396,00000;0,05817;2147483396,00000;0,401;0,000
39,2900;6,76539;2147483396,00000;0,05828;2147483396,00000;0,402;0,000
39,3000;6,76485;2147483396,00000;0,05842;2147483396,00000;0,403;0,000
39,3100;6,76429;2147483396,00000;0,05857;2147483396,00000;0,403;0,000
39,3200;6,76372;2147483396,00000;0,05873;2147483396,00000;0,403;0,000
39,3300;6,76315;2147483396,00000;0,05887;2147483396,00000;0,401;0,000
39,3400;6,76260;2147483396,00000;0,05899;2147483396,00000;0,403;0,000
39,3500;6,76208;2147483396,00000;0,05911;2147483396,00000;0,406;0,000
39,3600;6,76155;2147483396,00000;0,05924;2147483396,00000;0,404;0,000
39,3700;6,76104;2147483396,00000;0,05936;2147483396,00000;0,405;0,000
39,3800;6,76054;2147483396,00000;0,05946;2147483396,00000;0,407;0,000
39,3900;6,76001;2147483396,00000;0,05959;2147483396,00000;0,403;0,000
39,4000;6,75950;2147483396,00000;0,05972;2147483396,00000;0,403;0,000
39,4100;6,75898;2147483396,00000;0,05986;2147483396,00000;0,403;0,000
39,4200;6,75849;2147483396,00000;0,05999;2147483396,00000;0,405;0,000
39,4300;6,75797;2147483396,00000;0,06016;2147483396,00000;0,401;0,000
39,4400;6,75748;2147483396,00000;0,06030;2147483396,00000;0,404;0,000
39,4500;6,75698;2147483396,00000;0,06044;2147483396,00000;0,403;0,000
39,4600;6,75650;2147483396,00000;0,06057;2147483396,00000;0,406;0,000
39,4700;6,75602;2147483396,00000;0,06070;2147483396,00000;0,402;0,000
39,4800;6,75553;2147483396,00000;0,06086;2147483396,00000;0,402;0,000
39,4900;6,75504;2147483396,00000;0,06101;2147483396,00000;0,401;0,000
39,5000;6,75451;2147483396,00000;0,06121;2147483396,00000;0,402;0,000
39,5100;6,75398;2147483396,00000;0,06139;2147483396,00000;0,400;0,000
39,5200;6,75346;2147483396,00000;0,06154;2147483396,00000;0,401;0,000
39,5300;6,75292;2147483396,00000;0,06169;2147483396,00000;0,399;0,000
39,5400;6,75239;2147483396,00000;0,06185;2147483396,00000;0,396;0,000
39,5500;6,75184;2147483396,00000;0,06199;2147483396,00000;0,398;0,000
39,5600;6,75126;2147483396,00000;0,06214;2147483396,00000;0,398;0,000
39,5700;6,75073;2147483396,00000;0,06223;2147483396,00000;0,394;0,000
39,5800;6,75017;2147483396,00000;0,06233;2147483396,00000;0,394;0,000
39,5900;6,74963;2147483396,00000;0,06238;2147483396,00000;0,390;0,000
39,6000;6,74907;2147483396,00000;0,06246;2147483396,00000;0,393;0,000
39,6100;6,74850;2147483396,00000;0,06258;2147483396,00000;0,396;0,000
39,6200;6,74794;2147483396,00000;0,06265;2147483396,00000;0,395;0,000
39,6300;6,74737;2147483396,00000;0,06271;2147483396,00000;0,396;0,000
39,6400;6,74684;2147483396,00000;0,06272;2147483396,00000;0,396;0,000
39,6500;6,74629;2147483396,00000;0,06277;2147483396,00000;0,396;0,000
39,6600;6,74576;2147483396,00000;0,06279;2147483396,00000;0,396;0,000
39,6700;6,74520;2147483396,00000;0,06287;2147483396,00000;0,398;0,000
39,6800;6,74464;2147483396,00000;0,06294;2147483396,00000;0,398;0,000
39,6900;6,74410;2147483396,00000;0,06300;2147483396,00000;0,402;0,000
39,7000;6,74357;2147483396,00000;0,06304;2147483396,00000;0,402;0,000
39,7100;6,74306;2147483396,00000;0,06307;2147483396,00000;0,393;0,000
39,7200;6,74256;2147483396,00000;0,06312;2147483396,00000;0,402;0,000
39,7300;6,74202;2147483396,00000;0,06322;2147483396,00000;0,397;0,000
39,7400;6,74149;2147483396,00000;0,06332;2147483396,00000;0,404;0,000
39,7500;6,74099;2147483396,00000;0,06339;2147483396,00000;0,397;0,000
39,7600;6,74048;2147483396,00000;0,06347;2147483396,00000;0,397;0,000
39,7700;6,73999;2147483396,00000;0,06352;2147483396,00000;0,400;0,000
39,7800;6,73947;2147483396,00000;0,06364;2147483396,00000;0,398;0,000
39,7900;6,73894;2147483396,00000;0,06373;2147483396,00000;0,401;0,000
39,8000;6,73836;2147483396,00000;0,06390;2147483396,00000;0,400;0,000
39,8100;6,73780;2147483396,00000;0,06402;2147483396,00000;0,400;0,000
39,8200;6,73724;2147483396,00000;0,06414;2147483396,00000;0,399;0,000
39,8300;6,73671;2147483396,00000;0,06419;2147483396,00000;0,399;0,000
39,8400;6,73617;2147483396,00000;0,06428;2147483396,00000;0,400;0,000
39,8500;6,73560;2147483396,00000;0,06440;2147483396,00000;0,400;0,000
39,8600;6,73501;2147483396,00000;0,06455;2147483396,00000;0,397;0,000
39,8700;6,73442;2147483396,00000;0,06468;2147483396,00000;0,397;0,000
39,8800;6,73383;2147483396,00000;0,06479;2147483396,00000;0,396;0,000
39,8900;6,73326;2147483396,00000;0,06487;2147483396,00000;0,399;0,000
39,9000;6,73266;2147483396,00000;0,06498;2147483396,00000;0,396;0,000
39,9100;6,73203;2147483396,00000;0,06515;2147483396,00000;0,392;0,000
39,9200;6,73141;2147483396,00000;0,06529;2147483396,00000;0,392;0,000
39,9300;6,73078;2147483396,00000;0,06545;2147483396,00000;0,392;0,000
39,9400;6,73017;2147483396,00000;0,06558;2147483396,00000;0,393;0,000
39,9500;6,72955;2147483396,00000;0,06574;2147483396,00000;0,390;0,000
39,9600;6,72897;2147483396,00000;0,06586;2147483396,00000;0,388;0,000
39,9700;6,72837;2147483396,00000;0,06600;2147483396,00000;0,387;0,000
39,9800;6,72775;2147483396,00000;0,06617;2147483396,00000;0,389;0,000
39,9900;6,72713;2147483396,00000;0,06634;2147483396,00000;0,391;0,000
40,0000;6,72650;2147483396,00000;0,06653;2147483396,00000;0,392;0,000
40,0100;6,72588;2147483396,00000;0,06670;2147483396,00000;0,393;0,000
40,0200;6,72526;2147483396,00000;0,06687;2147483396,00000;0,395;0,000
40,0300;6,72461;2147483396,00000;0,06710;2147483396,00000;0,395;0,000
40,0400;6,72395;2147483396,00000;0,06732;2147483396,00000;0,395;0,000
40,0500;6,72329;2147483396,00000;0,06752;2147483396,00000;0,396;0,000
40,0600;6,72264;2147483396,00000;0,06772;2147483396,00000;0,396;0,000
